transporte_id,tipo_transporte,capacidade,velocidade_media,lotacao_media,rota,data,n_passageiros,variacao_trafego,variacao_acidentes
1116,VLT,400,32.33,0.64,Santana - Rua Dr. César,2024-07-28,256,Baixo,0
1117,BRT,200,34.27,0.79,Vila Mariana - Rua Vergueiro,2024-03-25,158,Médio,0
1118,Trem,1200,47.0,0.55,Vila Mariana - Rua Domingos de Morais,2024-04-04,657,Médio,0
1119,BRT,200,30.96,0.61,Tatuapé - Rua Coelho Lisboa,2024-09-24,122,Baixo,0
1120,BRT,200,40.7,1.07,Moema - Rua Jurucê,2024-03-03,213,Baixo,0
1121,Trem,1200,65.3,1.0,Tatuapé - Rua Emília Marengo,2024-03-28,1203,Alto,0
1122,Ônibus,80,27.68,1.02,Sé - Rua Boa Vista,2024-08-05,81,Baixo,0
1123,VLT,400,22.23,0.38,Sé - Rua Boa Vista,2024-04-03,152,Médio,0
1124,Ônibus,80,23.94,0.36,Sé - Rua XV de Novembro,2024-08-12,29,Baixo,1
1125,Metrô,1500,70.22,0.7,Itaim Bibi - Av. Brigadeiro Luís Antônio,2024-01-28,1051,Baixo,0
1126,Ônibus,80,31.93,0.72,Lapa - Rua Guaicurus,2024-06-07,57,Baixo,0
1127,BRT,200,30.46,0.5,Vila Mariana - Rua Domingos de Morais,2024-02-17,100,Médio,0
1128,Metrô,1500,50.47,0.78,Vila Mariana - Rua Vergueiro,2024-08-09,1172,Baixo,0
1129,VLT,400,28.55,0.69,Lapa - Rua Doze de Outubro,2024-05-29,276,Alto,0
1130,Metrô,1500,74.85,0.98,Sé - Rua XV de Novembro,2024-08-09,1462,Baixo,0
1131,VLT,400,28.08,0.42,Vila Mariana - Rua Domingos de Morais,2024-06-09,167,Alto,0
1132,Ônibus,80,29.6,0.57,Itaim Bibi - Av. Brigadeiro Luís Antônio,2024-03-22,45,Baixo,2
1133,Ônibus,80,23.26,0.74,Sé - Rua Direita,2024-03-05,59,Baixo,2
1134,BRT,200,31.87,0.53,Itaim Bibi - Av. Brigadeiro Luís Antônio,2024-04-10,106,Médio,0
1135,VLT,400,24.94,0.78,Santana - Rua Dr. César,2024-07-02,312,Baixo,0
1136,VLT,400,26.48,0.53,Lapa - Rua Doze de Outubro,2024-08-31,212,Médio,0
1137,Metrô,1500,61.93,0.48,Sé - Rua Direita,2024-06-25,726,Médio,2
1138,BRT,200,41.02,0.67,Moema - Av. Ibirapuera,2024-07-31,134,Baixo,0
1139,Ônibus,80,20.87,0.84,Itaim Bibi - Av. Juscelino Kubitschek,2024-03-07,67,Baixo,0
1140,BRT,200,28.08,0.72,Sé - Rua Direita,2024-08-03,143,Baixo,0
1141,Trem,1200,51.91,0.65,Tatuapé - Rua Coelho Lisboa,2024-06-25,782,Baixo,0
1142,BRT,200,43.27,0.6,Moema - Rua Jurucê,2024-09-09,120,Baixo,1
1143,Trem,1200,66.71,0.57,Sé - Rua Boa Vista,2024-10-11,683,Baixo,0
1144,Metrô,1500,59.2,0.66,Moema - Av. dos Eucaliptos,2024-01-31,994,Alto,0
1145,Trem,1200,48.58,0.68,Tatuapé - Rua Emília Marengo,2024-08-25,819,Baixo,0
1146,VLT,400,36.09,0.68,Santana - Rua Dr. César,2024-07-23,271,Médio,0
1147,Trem,1200,60.1,0.92,Pinheiros - Rua Teodoro Sampaio,2024-03-15,1107,Baixo,0
1148,VLT,400,30.45,0.86,Tatuapé - Rua Emília Marengo,2024-09-03,342,Baixo,2
1149,Trem,1200,47.11,0.35,Moema - Av. Ibirapuera,2024-04-12,420,Baixo,3
1150,VLT,400,30.75,0.75,Santana - Rua Dr. César,2024-05-05,299,Médio,0
1151,BRT,200,28.91,0.57,Santana - Rua Voluntários da Pátria,2024-03-14,114,Baixo,1
1152,Metrô,1500,57.42,0.76,Itaim Bibi - Rua Joaquim Floriano,2024-04-28,1141,Baixo,1
1153,VLT,400,36.89,0.73,Lapa - Rua Pio XI,2024-08-03,292,Baixo,0
1154,Metrô,1500,68.09,0.86,Vila Mariana - Rua Domingos de Morais,2024-07-02,1295,Alto,0
1155,BRT,200,44.86,0.29,Vila Mariana - Rua Domingos de Morais,2024-03-29,58,Baixo,0
1156,Trem,1200,60.69,0.44,Pinheiros - Rua Teodoro Sampaio,2024-01-22,531,Baixo,0
1157,VLT,400,34.25,0.72,Pinheiros - Rua dos Pinheiros,2024-01-03,287,Baixo,0
1158,Trem,1200,51.16,0.45,Lapa - Rua Pio XI,2024-01-20,540,Médio,1
1159,Metrô,1500,51.11,0.53,Vila Mariana - Rua Domingos de Morais,2024-03-01,790,Baixo,2
1160,VLT,400,31.81,0.79,Itaim Bibi - Av. Brigadeiro Luís Antônio,2024-07-01,316,Baixo,0
1161,VLT,400,22.26,0.69,Santana - Rua Alfredo Pujol,2024-04-01,277,Baixo,0
1162,Metrô,1500,62.34,0.74,Pinheiros - Rua Teodoro Sampaio,2024-04-02,1110,Baixo,0
1163,BRT,200,29.27,0.53,Vila Mariana - Rua Vergueiro,2024-07-21,106,Médio,0
1164,BRT,200,29.33,0.2,Santana - Rua Dr. César,2024-04-11,40,Baixo,0
1165,Metrô,1500,72.89,0.7,Vila Mariana - Av. Lins de Vasconcelos,2024-08-19,1049,Baixo,0
1166,VLT,400,27.44,0.68,Sé - Rua XV de Novembro,2024-02-11,270,Médio,1
1167,Trem,1200,65.21,0.97,Pinheiros - Av. Brigadeiro Faria Lima,2024-02-16,1163,Médio,0
1168,VLT,400,28.82,0.49,Vila Mariana - Rua Domingos de Morais,2024-01-30,196,Baixo,0
1169,Metrô,1500,51.66,0.4,Sé - Rua XV de Novembro,2024-01-10,593,Baixo,0
1170,Trem,1200,55.64,0.39,Vila Mariana - Av. Lins de Vasconcelos,2024-01-13,464,Alto,0
1171,Ônibus,80,30.74,0.57,Sé - Rua XV de Novembro,2024-10-27,45,Baixo,0
1172,Trem,1200,65.78,0.89,Tatuapé - Rua Emília Marengo,2024-09-21,1068,Baixo,0
1173,Metrô,1500,52.77,0.6,Lapa - Rua Guaicurus,2024-07-29,897,Médio,0
1174,Ônibus,80,31.79,0.76,Santana - Rua Alfredo Pujol,2024-04-22,60,Baixo,0
1175,Metrô,1500,59.52,0.82,Moema - Av. Ibirapuera,2024-03-04,1229,Baixo,0
1176,Metrô,1500,66.99,0.68,Tatuapé - Rua Coelho Lisboa,2024-02-28,1026,Baixo,0
1177,Metrô,1500,66.81,0.99,Moema - Av. dos Eucaliptos,2024-03-18,1482,Baixo,0
1178,VLT,400,26.02,0.46,Sé - Rua XV de Novembro,2024-05-05,182,Baixo,0
1179,Ônibus,80,34.82,0.75,Lapa - Rua Doze de Outubro,2024-06-12,60,Médio,0
1180,Trem,1200,56.52,0.72,Lapa - Rua Doze de Outubro,2024-08-19,864,Baixo,0
1181,BRT,200,31.75,0.44,Santana - Rua Dr. César,2024-04-13,87,Baixo,0
1182,Ônibus,80,25.33,0.56,Moema - Rua Jurucê,2024-08-05,44,Baixo,0
1183,Trem,1200,54.98,0.6,Itaim Bibi - Av. Brigadeiro Luís Antônio,2024-01-08,719,Baixo,0
1184,Metrô,1500,71.48,0.47,Tatuapé - Rua Tuiuti,2024-01-01,703,Médio,0
1185,Ônibus,80,24.71,0.93,Itaim Bibi - Rua Joaquim Floriano,2024-07-02,74,Baixo,0
1186,Ônibus,80,24.81,0.52,Lapa - Rua Doze de Outubro,2024-05-07,41,Médio,2
1187,Trem,1200,60.49,0.95,Itaim Bibi - Av. Juscelino Kubitschek,2024-01-01,1140,Médio,0
1188,Trem,1200,66.87,0.43,Itaim Bibi - Rua Joaquim Floriano,2024-04-27,521,Baixo,1
1189,Ônibus,80,31.48,0.51,Sé - Rua Boa Vista,2024-01-24,40,Alto,0
1190,BRT,200,30.76,0.65,Santana - Rua Alfredo Pujol,2024-03-30,130,Baixo,0
1191,BRT,200,32.68,0.6,Tatuapé - Rua Tuiuti,2024-09-01,120,Baixo,0
1192,BRT,200,41.79,0.55,Santana - Rua Dr. César,2024-03-26,109,Baixo,0
1193,BRT,200,39.08,0.6,Moema - Av. Ibirapuera,2024-01-13,120,Baixo,0
1194,VLT,400,36.66,0.76,Tatuapé - Rua Tuiuti,2024-05-09,305,Baixo,0
1195,Ônibus,80,31.06,0.43,Tatuapé - Rua Emília Marengo,2024-04-13,34,Baixo,0
1196,VLT,400,29.64,0.46,Vila Mariana - Av. Lins de Vasconcelos,2024-08-14,183,Baixo,0
1197,Trem,1200,63.05,0.56,Lapa - Rua Doze de Outubro,2024-03-20,670,Médio,0
1198,Trem,1200,68.66,0.47,Sé - Rua XV de Novembro,2024-02-29,563,Baixo,0
1199,Ônibus,80,22.13,0.85,Santana - Rua Dr. César,2024-07-20,68,Baixo,1
1200,BRT,200,32.66,0.65,Moema - Av. Ibirapuera,2024-01-27,130,Baixo,0
1201,BRT,200,38.9,0.79,Sé - Rua XV de Novembro,2024-04-29,158,Baixo,0
1202,Ônibus,80,18.24,0.61,Pinheiros - Av. Brigadeiro Faria Lima,2024-05-04,48,Médio,0
1203,Trem,1200,64.69,0.6,Lapa - Rua Pio XI,2024-03-29,718,Baixo,0
1204,Ônibus,80,19.7,0.54,Pinheiros - Rua dos Pinheiros,2024-09-16,43,Baixo,0
1205,VLT,400,25.19,0.54,Tatuapé - Rua Coelho Lisboa,2024-02-20,214,Baixo,2
1206,VLT,400,25.78,0.37,Sé - Rua XV de Novembro,2024-10-25,149,Alto,0
1207,VLT,400,33.04,0.87,Vila Mariana - Av. Lins de Vasconcelos,2024-05-30,347,Baixo,0
1208,Trem,1200,58.1,0.59,Itaim Bibi - Rua Joaquim Floriano,2024-05-15,709,Baixo,4
1209,Metrô,1500,59.21,0.69,Tatuapé - Rua Coelho Lisboa,2024-03-09,1040,Médio,0
1210,BRT,200,35.35,0.68,Sé - Rua Boa Vista,2024-07-03,135,Baixo,0
1211,VLT,400,29.77,0.75,Sé - Rua Boa Vista,2024-08-22,300,Alto,0
1212,Metrô,1500,57.65,0.5,Tatuapé - Rua Tuiuti,2024-04-23,742,Médio,0
1213,VLT,400,25.58,0.65,Vila Mariana - Rua Domingos de Morais,2024-06-10,260,Baixo,2
1214,VLT,400,35.35,0.53,Vila Mariana - Rua Vergueiro,2024-04-17,210,Alto,0
1215,BRT,200,42.51,0.65,Itaim Bibi - Av. Juscelino Kubitschek,2024-01-22,129,Médio,0
1216,BRT,200,40.97,0.95,Vila Mariana - Av. Lins de Vasconcelos,2024-09-06,190,Alto,0
1217,Metrô,1500,54.54,0.68,Itaim Bibi - Av. Juscelino Kubitschek,2024-04-02,1014,Baixo,0
1218,BRT,200,29.92,0.61,Tatuapé - Rua Tuiuti,2024-06-08,122,Baixo,1
1219,Ônibus,80,19.72,0.84,Lapa - Rua Doze de Outubro,2024-02-02,66,Baixo,0
1220,Metrô,1500,54.83,0.26,Moema - Rua Jurucê,2024-06-16,384,Baixo,0
1221,VLT,400,30.3,0.68,Sé - Rua XV de Novembro,2024-01-12,273,Baixo,0
1222,Ônibus,80,30.54,0.75,Pinheiros - Av. Brigadeiro Faria Lima,2024-06-15,59,Médio,0
1223,VLT,400,25.39,0.73,Santana - Rua Voluntários da Pátria,2024-01-19,292,Médio,1
1224,Metrô,1500,60.24,0.74,Lapa - Rua Guaicurus,2024-01-03,1115,Médio,0
1225,BRT,200,37.38,0.76,Itaim Bibi - Rua Joaquim Floriano,2024-07-30,152,Baixo,1
1226,VLT,400,35.5,0.99,Itaim Bibi - Rua Joaquim Floriano,2024-03-30,397,Alto,1
1227,VLT,400,28.13,0.55,Santana - Rua Alfredo Pujol,2024-03-07,218,Médio,0
1228,Metrô,1500,64.24,0.71,Tatuapé - Rua Coelho Lisboa,2024-08-13,1063,Baixo,1
1229,VLT,400,28.7,0.79,Tatuapé - Rua Emília Marengo,2024-05-21,315,Médio,0
1230,Ônibus,80,31.05,0.97,Vila Mariana - Av. Lins de Vasconcelos,2024-10-11,77,Médio,0
1231,Trem,1200,57.59,0.74,Santana - Rua Alfredo Pujol,2024-06-20,884,Alto,0
1232,Ônibus,80,29.77,1.04,Lapa - Rua Doze de Outubro,2024-08-17,83,Baixo,0
1233,Ônibus,80,34.03,0.68,Sé - Rua XV de Novembro,2024-07-16,54,Alto,0
1234,BRT,200,44.13,0.8,Vila Mariana - Rua Domingos de Morais,2024-06-27,160,Baixo,0
1235,Ônibus,80,28.86,0.72,Lapa - Rua Pio XI,2024-05-21,57,Baixo,4
1236,Trem,1200,56.01,0.53,Sé - Rua Direita,2024-06-03,631,Baixo,0
1237,Metrô,1500,63.96,0.51,Lapa - Rua Doze de Outubro,2024-05-21,769,Médio,0
1238,Metrô,1500,71.03,0.92,Moema - Av. Ibirapuera,2024-05-10,1374,Médio,2
1239,VLT,400,36.82,0.94,Lapa - Rua Doze de Outubro,2024-10-18,375,Baixo,1
1240,Ônibus,80,30.75,0.67,Sé - Rua Boa Vista,2024-06-07,53,Baixo,2
1241,BRT,200,41.5,0.85,Moema - Av. dos Eucaliptos,2024-09-20,169,Baixo,0
1242,Trem,1200,69.83,0.64,Tatuapé - Rua Tuiuti,2024-01-30,767,Baixo,0
1243,Ônibus,80,23.68,0.59,Lapa - Rua Doze de Outubro,2024-08-02,46,Médio,0
1244,Trem,1200,66.33,0.71,Itaim Bibi - Av. Juscelino Kubitschek,2024-01-13,854,Baixo,1
1245,Metrô,1500,52.11,0.7,Itaim Bibi - Av. Juscelino Kubitschek,2024-02-23,1042,Baixo,4
1246,VLT,400,26.07,0.22,Sé - Rua Boa Vista,2024-08-27,89,Baixo,0
1247,VLT,400,35.28,0.73,Itaim Bibi - Rua Joaquim Floriano,2024-02-14,293,Médio,2
1248,BRT,200,32.37,0.45,Lapa - Rua Doze de Outubro,2024-03-15,89,Médio,0
1249,BRT,200,37.35,0.82,Pinheiros - Rua dos Pinheiros,2024-04-27,163,Baixo,0
1250,BRT,200,39.22,0.28,Itaim Bibi - Rua Joaquim Floriano,2024-04-04,56,Alto,2
1251,Trem,1200,60.91,0.76,Moema - Rua Jurucê,2024-09-09,912,Médio,0
1252,Metrô,1500,62.04,0.79,Santana - Rua Alfredo Pujol,2024-05-01,1178,Baixo,1
1253,Trem,1200,59.88,0.37,Lapa - Rua Pio XI,2024-04-26,444,Médio,0
1254,Metrô,1500,72.54,0.51,Tatuapé - Rua Emília Marengo,2024-08-08,760,Baixo,0
1255,Ônibus,80,33.65,0.33,Santana - Rua Alfredo Pujol,2024-08-04,26,Médio,0
1256,VLT,400,36.97,0.46,Moema - Av. Ibirapuera,2024-03-02,185,Baixo,0
1257,Ônibus,80,18.08,0.84,Lapa - Rua Guaicurus,2024-06-19,67,Baixo,0
1258,BRT,200,37.54,0.69,Moema - Av. Ibirapuera,2024-05-15,137,Alto,1
1259,Metrô,1500,67.04,0.81,Vila Mariana - Rua Vergueiro,2024-08-11,1211,Baixo,1
1260,Ônibus,80,33.01,0.54,Sé - Rua Direita,2024-08-04,43,Médio,0
1261,Trem,1200,59.07,0.48,Santana - Rua Dr. César,2024-10-17,573,Médio,0
1262,VLT,400,31.44,0.7,Lapa - Rua Doze de Outubro,2024-02-06,278,Baixo,0
1263,Metrô,1500,69.56,0.77,Moema - Av. dos Eucaliptos,2024-04-24,1151,Baixo,0
1264,Ônibus,80,26.06,0.39,Lapa - Rua Doze de Outubro,2024-06-05,31,Médio,0
1265,Trem,1200,64.9,0.77,Lapa - Rua Pio XI,2024-01-07,924,Médio,0
1266,Trem,1200,66.76,0.92,Vila Mariana - Rua Domingos de Morais,2024-09-15,1098,Baixo,1
1267,Metrô,1500,59.91,0.81,Moema - Av. dos Eucaliptos,2024-05-03,1221,Baixo,0
1268,Ônibus,80,18.44,0.8,Moema - Rua Jurucê,2024-05-06,64,Baixo,0
1269,BRT,200,33.16,0.79,Vila Mariana - Av. Lins de Vasconcelos,2024-08-30,157,Baixo,2
1270,Trem,1200,61.8,0.55,Vila Mariana - Rua Vergueiro,2024-05-05,661,Baixo,0
1271,BRT,200,30.54,0.61,Itaim Bibi - Av. Juscelino Kubitschek,2024-03-05,121,Alto,0
1272,Trem,1200,45.74,0.42,Sé - Rua XV de Novembro,2024-02-26,502,Baixo,0
1273,Trem,1200,65.94,0.62,Santana - Rua Alfredo Pujol,2024-05-17,738,Baixo,2
1274,Trem,1200,59.44,0.66,Moema - Rua Jurucê,2024-04-27,797,Baixo,0
1275,VLT,400,27.01,0.96,Moema - Av. Ibirapuera,2024-02-23,382,Médio,0
1276,VLT,400,36.89,0.4,Lapa - Rua Guaicurus,2024-09-26,161,Médio,2
1277,VLT,400,30.48,0.48,Vila Mariana - Av. Lins de Vasconcelos,2024-01-13,191,Baixo,0
1278,Metrô,1500,51.49,0.72,Itaim Bibi - Av. Juscelino Kubitschek,2024-02-26,1078,Baixo,1
1279,Metrô,1500,55.63,1.04,Santana - Rua Dr. César,2024-10-06,1566,Baixo,0
1280,Trem,1200,45.44,0.42,Moema - Rua Jurucê,2024-01-30,501,Baixo,2
1281,Ônibus,80,34.07,0.2,Tatuapé - Rua Emília Marengo,2024-09-10,16,Baixo,0
1282,Trem,1200,67.38,0.82,Santana - Rua Dr. César,2024-10-14,989,Médio,1
1283,VLT,400,33.56,0.44,Moema - Av. dos Eucaliptos,2024-09-30,177,Baixo,0
1284,Trem,1200,48.26,0.75,Itaim Bibi - Av. Brigadeiro Luís Antônio,2024-08-09,901,Baixo,0
1285,Ônibus,80,21.04,0.79,Vila Mariana - Rua Vergueiro,2024-03-09,62,Baixo,0
1286,BRT,200,31.18,0.65,Lapa - Rua Guaicurus,2024-03-20,129,Baixo,0
1287,BRT,200,40.75,0.83,Sé - Rua Direita,2024-02-06,166,Médio,0
1288,Trem,1200,59.21,0.97,Lapa - Rua Guaicurus,2024-08-28,1168,Baixo,0
1289,BRT,200,34.08,0.64,Vila Mariana - Rua Domingos de Morais,2024-09-09,128,Baixo,0
1290,BRT,200,44.44,0.5,Sé - Rua Direita,2024-01-10,100,Médio,0
1291,Ônibus,80,21.04,0.45,Moema - Av. Ibirapuera,2024-07-21,35,Médio,0
1292,BRT,200,44.63,0.62,Sé - Rua XV de Novembro,2024-06-04,123,Baixo,0
1293,Trem,1200,47.86,0.69,Sé - Rua Direita,2024-07-27,833,Baixo,0
1294,Trem,1200,50.57,0.36,Santana - Rua Alfredo Pujol,2024-05-25,427,Baixo,0
1295,Trem,1200,68.92,0.82,Santana - Rua Alfredo Pujol,2024-05-19,987,Baixo,0
1296,Metrô,1500,53.86,0.73,Tatuapé - Rua Tuiuti,2024-08-23,1091,Baixo,2
1297,VLT,400,30.18,0.83,Moema - Av. dos Eucaliptos,2024-01-13,333,Baixo,0
1298,Ônibus,80,27.14,0.69,Sé - Rua XV de Novembro,2024-01-19,55,Alto,2
1299,Metrô,1500,67.91,0.62,Vila Mariana - Av. Lins de Vasconcelos,2024-08-16,927,Baixo,0
1300,Ônibus,80,19.83,0.6,Moema - Av. dos Eucaliptos,2024-07-23,48,Médio,0
1301,Trem,1200,62.49,0.74,Moema - Rua Jurucê,2024-09-30,887,Médio,0
1302,BRT,200,30.26,0.41,Santana - Rua Alfredo Pujol,2024-02-24,81,Alto,0
1303,BRT,200,42.07,0.58,Itaim Bibi - Av. Brigadeiro Luís Antônio,2024-09-02,115,Médio,0
1304,Trem,1200,50.54,0.6,Moema - Rua Jurucê,2024-05-29,716,Baixo,0
1305,Trem,1200,65.88,0.76,Itaim Bibi - Rua Joaquim Floriano,2024-01-03,914,Alto,0
1306,VLT,400,29.17,0.73,Santana - Rua Dr. César,2024-02-10,293,Baixo,1
1307,Metrô,1500,53.52,0.73,Sé - Rua Direita,2024-03-27,1092,Alto,2
1308,VLT,400,28.25,0.67,Vila Mariana - Rua Vergueiro,2024-10-11,268,Médio,0
1309,Ônibus,80,24.74,1.02,Pinheiros - Av. Brigadeiro Faria Lima,2024-01-30,81,Médio,0
1310,Trem,1200,64.93,0.45,Tatuapé - Rua Tuiuti,2024-09-14,534,Baixo,0
1311,Ônibus,80,30.65,0.76,Pinheiros - Av. Brigadeiro Faria Lima,2024-01-07,60,Médio,2
1312,Trem,1200,46.15,0.57,Sé - Rua Boa Vista,2024-06-16,678,Médio,0
1313,VLT,400,23.58,0.69,Itaim Bibi - Av. Brigadeiro Luís Antônio,2024-09-18,277,Baixo,0
1314,Trem,1200,52.56,0.75,Pinheiros - Rua dos Pinheiros,2024-07-11,904,Baixo,0
1315,Ônibus,80,30.92,0.56,Lapa - Rua Doze de Outubro,2024-10-07,45,Baixo,0
1316,VLT,400,25.84,0.72,Sé - Rua Boa Vista,2024-10-15,289,Baixo,0
1317,Trem,1200,56.34,1.04,Santana - Rua Dr. César,2024-06-28,1250,Médio,0
1318,VLT,400,26.26,0.45,Moema - Av. Ibirapuera,2024-03-03,180,Médio,1
1319,Ônibus,80,25.53,0.57,Moema - Av. dos Eucaliptos,2024-04-13,45,Médio,0
1320,VLT,400,35.38,0.71,Moema - Av. dos Eucaliptos,2024-09-29,283,Baixo,0
1321,VLT,400,28.54,0.43,Santana - Rua Dr. César,2024-02-24,172,Baixo,0
1322,VLT,400,37.62,0.49,Tatuapé - Rua Emília Marengo,2024-05-30,196,Baixo,0
1323,BRT,200,31.91,0.46,Pinheiros - Av. Brigadeiro Faria Lima,2024-08-13,91,Alto,0
1324,BRT,200,40.28,0.61,Lapa - Rua Pio XI,2024-05-07,121,Baixo,2
1325,Trem,1200,51.64,0.2,Tatuapé - Rua Coelho Lisboa,2024-10-13,240,Médio,0
1326,VLT,400,23.88,0.59,Vila Mariana - Rua Domingos de Morais,2024-09-11,236,Médio,2
1327,Metrô,1500,50.65,0.73,Pinheiros - Rua Teodoro Sampaio,2024-10-13,1091,Alto,0
1328,Trem,1200,58.45,0.76,Lapa - Rua Pio XI,2024-08-30,914,Baixo,0
1329,Trem,1200,57.7,0.56,Moema - Rua Jurucê,2024-07-04,669,Médio,0
1330,VLT,400,35.53,0.75,Sé - Rua Direita,2024-04-12,300,Baixo,0
1331,Metrô,1500,64.11,0.79,Sé - Rua Direita,2024-01-12,1177,Médio,0
1332,Ônibus,80,24.62,0.72,Santana - Rua Dr. César,2024-03-17,57,Baixo,0
1333,Metrô,1500,51.68,0.85,Lapa - Rua Pio XI,2024-05-03,1269,Baixo,0
1334,VLT,400,32.65,0.84,Tatuapé - Rua Tuiuti,2024-09-03,337,Médio,0
1335,Metrô,1500,52.16,0.64,Tatuapé - Rua Tuiuti,2024-01-06,956,Baixo,0
1336,Metrô,1500,72.46,0.74,Vila Mariana - Rua Vergueiro,2024-06-08,1103,Baixo,1
1337,Trem,1200,49.82,0.2,Vila Mariana - Av. Lins de Vasconcelos,2024-04-30,240,Baixo,2
1338,BRT,200,40.23,0.67,Pinheiros - Rua Teodoro Sampaio,2024-08-09,133,Médio,0
1339,Metrô,1500,51.86,0.65,Sé - Rua Direita,2024-02-06,970,Médio,0
1340,Trem,1200,57.95,0.85,Vila Mariana - Rua Vergueiro,2024-03-27,1016,Alto,0
1341,Ônibus,80,32.12,0.76,Lapa - Rua Doze de Outubro,2024-07-25,60,Alto,0
1342,Metrô,1500,66.2,0.8,Tatuapé - Rua Tuiuti,2024-01-11,1207,Baixo,0
1343,BRT,200,40.21,0.64,Vila Mariana - Rua Vergueiro,2024-06-18,127,Baixo,0
1344,Trem,1200,68.53,0.64,Itaim Bibi - Av. Brigadeiro Luís Antônio,2024-05-14,771,Baixo,0
1345,VLT,400,30.94,0.88,Sé - Rua Boa Vista,2024-06-08,352,Médio,0
1346,Ônibus,80,27.32,0.87,Santana - Rua Alfredo Pujol,2024-01-04,69,Baixo,2
1347,VLT,400,22.25,0.65,Santana - Rua Dr. César,2024-02-27,260,Alto,0
1348,BRT,200,43.26,0.8,Vila Mariana - Rua Domingos de Morais,2024-02-29,160,Médio,0
1349,Trem,1200,54.71,0.4,Lapa - Rua Guaicurus,2024-07-19,485,Baixo,0
1350,Ônibus,80,26.36,0.74,Sé - Rua Direita,2024-06-24,59,Médio,0
1351,VLT,400,26.5,0.53,Pinheiros - Rua dos Pinheiros,2024-04-12,213,Baixo,0
1352,Metrô,1500,56.16,0.83,Pinheiros - Rua dos Pinheiros,2024-03-20,1248,Médio,0
1353,Metrô,1500,66.69,0.66,Itaim Bibi - Av. Brigadeiro Luís Antônio,2024-04-15,983,Baixo,0
1354,VLT,400,30.27,0.65,Lapa - Rua Pio XI,2024-10-15,258,Médio,0
1355,Metrô,1500,67.85,0.76,Lapa - Rua Pio XI,2024-02-05,1138,Alto,1
1356,BRT,200,39.25,0.75,Pinheiros - Rua dos Pinheiros,2024-06-05,150,Baixo,0
1357,Trem,1200,52.5,0.51,Itaim Bibi - Av. Brigadeiro Luís Antônio,2024-03-29,609,Baixo,0
1358,Ônibus,80,25.98,0.81,Tatuapé - Rua Tuiuti,2024-07-29,64,Baixo,0
1359,Trem,1200,65.89,0.57,Lapa - Rua Doze de Outubro,2024-01-13,688,Baixo,0
1360,Metrô,1500,74.61,0.56,Lapa - Rua Doze de Outubro,2024-05-19,836,Baixo,0
1361,BRT,200,34.75,0.77,Santana - Rua Voluntários da Pátria,2024-07-28,154,Baixo,0
1362,Trem,1200,48.36,0.32,Sé - Rua XV de Novembro,2024-07-31,378,Médio,2
1363,Metrô,1500,52.21,0.83,Vila Mariana - Rua Domingos de Morais,2024-07-21,1241,Alto,0
1364,BRT,200,40.98,0.44,Tatuapé - Rua Emília Marengo,2024-03-26,87,Médio,0
1365,Ônibus,80,29.9,0.93,Moema - Rua Jurucê,2024-09-23,74,Alto,1
1366,VLT,400,26.64,0.7,Santana - Rua Dr. César,2024-10-27,281,Baixo,0
1367,BRT,200,37.51,0.85,Moema - Av. dos Eucaliptos,2024-01-12,170,Médio,0
1368,BRT,200,35.31,0.83,Tatuapé - Rua Emília Marengo,2024-09-04,165,Baixo,0
1369,Ônibus,80,23.32,0.66,Tatuapé - Rua Emília Marengo,2024-07-21,52,Baixo,0
1370,Metrô,1500,56.24,0.82,Santana - Rua Dr. César,2024-04-06,1230,Médio,2
1371,BRT,200,40.63,0.84,Itaim Bibi - Av. Juscelino Kubitschek,2024-06-11,168,Alto,0
1372,Metrô,1500,50.93,0.36,Santana - Rua Alfredo Pujol,2024-02-22,540,Baixo,1
1373,VLT,400,23.49,0.39,Sé - Rua XV de Novembro,2024-06-29,156,Médio,1
1374,Ônibus,80,33.78,0.54,Tatuapé - Rua Coelho Lisboa,2024-03-06,42,Baixo,0
1375,VLT,400,22.36,0.66,Pinheiros - Av. Brigadeiro Faria Lima,2024-01-27,262,Alto,0
1376,Trem,1200,63.95,0.86,Santana - Rua Voluntários da Pátria,2024-07-23,1034,Médio,0
1377,BRT,200,40.52,0.34,Itaim Bibi - Av. Brigadeiro Luís Antônio,2024-10-01,68,Baixo,0
1378,VLT,400,26.75,0.84,Lapa - Rua Pio XI,2024-07-04,336,Alto,0
1379,VLT,400,22.0,0.55,Moema - Rua Jurucê,2024-05-17,219,Baixo,0
1380,Metrô,1500,64.17,0.75,Vila Mariana - Rua Domingos de Morais,2024-02-22,1131,Médio,0
1381,VLT,400,36.34,0.82,Vila Mariana - Rua Domingos de Morais,2024-01-23,326,Alto,2
1382,Metrô,1500,67.11,0.83,Moema - Rua Jurucê,2024-04-07,1246,Baixo,0
1383,Ônibus,80,24.85,0.71,Moema - Av. Ibirapuera,2024-05-13,57,Baixo,0
1384,Ônibus,80,24.16,0.56,Santana - Rua Voluntários da Pátria,2024-09-30,44,Baixo,0
1385,Trem,1200,51.0,1.01,Lapa - Rua Guaicurus,2024-09-23,1206,Baixo,0
1386,BRT,200,29.54,0.39,Santana - Rua Alfredo Pujol,2024-08-13,78,Baixo,2
1387,BRT,200,35.99,0.73,Santana - Rua Voluntários da Pátria,2024-01-07,146,Baixo,0
