acidente_id,data,hora,tipo_acidente,gravidade,numero_feridos,numero_mortos,via,bairro,categoria_clima,temperatura,humidade,vento
2040,2024-05-30,05:58,Choque traseiro,Leve,0,0,Rua Pio XI,Lapa,Neblina,19.0,87.48,2.21
2041,2024-04-05,10:38,Choque traseiro,Leve,0,0,Av. Lins de Vasconcelos,Vila Mariana,Nublado,20.42,58.29,6.0
2042,2024-05-04,20:03,Engavetamento,Leve,0,0,Av. Brigadeiro Faria Lima,Pinheiros,Nublado,25.45,62.8,10.27
2043,2024-08-08,01:42,Choque traseiro,Média,1,0,Rua Doze de Outubro,Lapa,Nublado,26.03,73.72,3.0
2044,2024-01-07,22:38,Colisão,Leve,0,0,Av. Brigadeiro Luís Antônio,Itaim Bibi,Chuva,20.99,71.12,7.5
2045,2024-06-02,22:20,Colisão,Leve,0,0,Rua Teodoro Sampaio,Pinheiros,Neblina,17.38,87.88,2.02
2046,2024-06-30,11:55,Capotamento,Grave,2,0,Av. Brigadeiro Luís Antônio,Itaim Bibi,Nublado,27.09,69.5,4.18
2047,2024-05-26,14:53,Atropelamento,Leve,0,0,Av. Brigadeiro Luís Antônio,Itaim Bibi,Céu limpo,31.31,48.11,8.64
2048,2024-03-10,14:03,Capotamento,Grave,0,0,Av. Lins de Vasconcelos,Vila Mariana,Chuva,23.68,77.03,10.27
2049,2024-06-17,20:53,Colisão,Leve,0,0,Rua Guaicurus,Lapa,Neblina,20.89,85.56,3.78
2050,2024-09-01,14:08,Colisão,Leve,0,0,Av. Lins de Vasconcelos,Vila Mariana,Céu limpo,27.57,54.41,3.18
2051,2024-06-11,21:10,Colisão,Leve,0,0,Rua Dr. César,Santana,Nublado,22.04,58.51,6.53
2052,2024-06-23,10:47,Choque traseiro,Leve,0,0,Rua Joaquim Floriano,Itaim Bibi,Neblina,19.96,87.81,4.0
2053,2024-03-03,18:31,Capotamento,Média,0,0,Rua XV de Novembro,Sé,Nublado,25.54,63.83,11.34
2054,2024-03-03,23:23,Colisão,Fatal,1,0,Av. dos Eucaliptos,Moema,Nublado,20.49,72.21,3.49
2055,2024-07-24,11:25,Choque traseiro,Leve,0,0,Av. Juscelino Kubitschek,Itaim Bibi,Céu limpo,24.85,39.9,3.35
2056,2024-04-01,15:19,Atropelamento,Leve,0,0,Rua Doze de Outubro,Lapa,Céu limpo,33.84,54.31,8.25
2057,2024-10-14,03:53,Capotamento,Média,1,0,Av. Brigadeiro Faria Lima,Pinheiros,Neblina,20.46,95.68,2.24
2058,2024-10-17,23:30,Capotamento,Leve,0,0,Rua Tuiuti,Tatuapé,Neblina,17.09,86.82,6.45
2059,2024-10-10,04:19,Engavetamento,Leve,0,0,Rua Boa Vista,Sé,Nublado,24.81,72.29,11.27
2060,2024-03-07,23:56,Atropelamento,Leve,0,0,Av. Lins de Vasconcelos,Vila Mariana,Nublado,26.29,55.69,8.54
2061,2024-02-02,19:08,Engavetamento,Média,1,0,Rua Teodoro Sampaio,Pinheiros,Chuva,18.34,77.04,6.07
2062,2024-03-29,13:45,Capotamento,Fatal,0,1,Rua Coelho Lisboa,Tatuapé,Chuva,18.33,71.38,12.75
2063,2024-01-28,22:31,Choque traseiro,Leve,0,0,Av. Ibirapuera,Moema,Chuva,24.63,75.73,18.92
2064,2024-04-10,14:58,Capotamento,Leve,0,0,Rua Dr. César,Santana,Chuva,20.87,71.62,13.29
2065,2024-07-25,00:31,Engavetamento,Fatal,2,0,Rua XV de Novembro,Sé,Nublado,20.41,64.16,2.16
2066,2024-05-06,22:17,Capotamento,Grave,0,0,Av. Ibirapuera,Moema,Neblina,18.08,86.58,6.61
2067,2024-07-16,00:17,Engavetamento,Grave,0,0,Av. Lins de Vasconcelos,Vila Mariana,Nublado,23.93,57.12,11.08
2068,2024-10-07,15:52,Colisão,Grave,1,0,Rua Tuiuti,Tatuapé,Céu limpo,25.14,38.48,5.87
2069,2024-02-16,22:30,Engavetamento,Média,1,0,Rua Vergueiro,Vila Mariana,Chuva,23.13,74.69,19.64
2070,2024-06-24,20:15,Capotamento,Leve,0,0,Rua Joaquim Floriano,Itaim Bibi,Neblina,21.5,87.54,1.9
2071,2024-07-01,05:38,Engavetamento,Leve,0,0,Rua Joaquim Floriano,Itaim Bibi,Nublado,22.18,66.27,6.19
2072,2024-08-10,01:18,Choque traseiro,Leve,0,0,Rua Boa Vista,Sé,Neblina,19.25,95.4,4.8
2073,2024-03-03,20:14,Colisão,Fatal,1,1,Rua dos Pinheiros,Pinheiros,Céu limpo,27.0,54.74,9.5
2074,2024-01-12,00:57,Choque traseiro,Leve,0,0,Rua Pio XI,Lapa,Céu limpo,28.76,32.52,3.46
2075,2024-04-28,15:46,Colisão,Leve,0,0,Rua Domingos de Morais,Vila Mariana,Neblina,17.68,85.65,1.17
2076,2024-02-29,06:38,Choque traseiro,Leve,0,0,Rua Voluntários da Pátria,Santana,Nublado,27.32,52.53,11.12
2077,2024-07-13,13:15,Choque traseiro,Leve,0,0,Rua Dr. César,Santana,Chuva,24.14,86.82,7.75
2078,2024-04-14,03:41,Atropelamento,Média,5,0,Rua Emília Marengo,Tatuapé,Neblina,16.14,80.01,2.6
2079,2024-09-23,14:18,Engavetamento,Média,1,0,Rua dos Pinheiros,Pinheiros,Nublado,22.19,68.7,6.03
2080,2024-10-15,22:13,Colisão,Média,1,0,Rua Jurucê,Moema,Nublado,25.73,64.03,2.95
2081,2024-03-17,05:46,Choque traseiro,Grave,0,0,Rua Jurucê,Moema,Chuva,22.46,70.12,10.0
2082,2024-01-24,00:19,Colisão,Leve,0,0,Av. Lins de Vasconcelos,Vila Mariana,Chuva,23.22,70.71,9.68
2083,2024-08-27,09:36,Colisão,Leve,0,0,Av. dos Eucaliptos,Moema,Neblina,18.84,97.57,5.13
2084,2024-05-08,03:54,Atropelamento,Fatal,1,0,Rua Pio XI,Lapa,Neblina,16.53,95.38,1.36
2085,2024-06-21,13:05,Colisão,Fatal,2,1,Rua Jurucê,Moema,Nublado,27.81,71.25,10.86
2086,2024-07-25,08:44,Engavetamento,Leve,0,0,Av. dos Eucaliptos,Moema,Céu limpo,30.8,42.16,3.71
2087,2024-02-11,02:24,Colisão,Média,0,0,Rua Direita,Sé,Nublado,22.32,58.9,8.87
2088,2024-02-13,20:35,Atropelamento,Leve,0,0,Rua Teodoro Sampaio,Pinheiros,Nublado,27.16,53.08,6.92
2089,2024-09-10,09:11,Atropelamento,Leve,0,0,Rua Doze de Outubro,Lapa,Nublado,22.22,59.31,8.76
2090,2024-04-01,20:53,Atropelamento,Leve,0,0,Rua Vergueiro,Vila Mariana,Neblina,16.66,92.38,0.43
2091,2024-07-08,08:02,Engavetamento,Leve,0,0,Av. dos Eucaliptos,Moema,Nublado,26.47,57.49,3.39
2092,2024-03-24,01:51,Engavetamento,Leve,0,0,Rua Dr. César,Santana,Chuva,25.58,92.8,5.33
2093,2024-05-08,21:49,Engavetamento,Leve,0,0,Rua Jurucê,Moema,Chuva,18.03,77.21,18.46
2094,2024-03-20,13:13,Atropelamento,Média,0,0,Rua Alfredo Pujol,Santana,Chuva,20.84,91.05,7.8
2095,2024-03-21,10:12,Choque traseiro,Leve,0,0,Av. Brigadeiro Luís Antônio,Itaim Bibi,Céu limpo,31.32,46.82,8.54
2096,2024-05-05,00:26,Choque traseiro,Média,1,0,Rua Voluntários da Pátria,Santana,Nublado,25.57,61.41,11.38
2097,2024-05-16,10:08,Atropelamento,Grave,1,0,Av. Lins de Vasconcelos,Vila Mariana,Céu limpo,26.66,48.26,6.92
2098,2024-03-29,22:17,Atropelamento,Grave,1,0,Rua Doze de Outubro,Lapa,Chuva,23.83,93.76,12.65
2099,2024-01-20,15:55,Choque traseiro,Leve,0,0,Rua Guaicurus,Lapa,Chuva,20.11,84.63,14.57
2100,2024-02-29,04:07,Colisão,Leve,0,0,Av. Lins de Vasconcelos,Vila Mariana,Chuva,25.78,89.46,7.49
2101,2024-10-06,00:09,Choque traseiro,Média,1,0,Rua Tuiuti,Tatuapé,Nublado,21.65,66.49,8.81
2102,2024-03-26,23:56,Choque traseiro,Média,1,0,Rua dos Pinheiros,Pinheiros,Nublado,27.45,57.67,9.37
2103,2024-09-27,15:33,Capotamento,Leve,0,0,Av. dos Eucaliptos,Moema,Céu limpo,31.74,42.56,9.38
2104,2024-08-23,04:46,Atropelamento,Leve,0,0,Av. Juscelino Kubitschek,Itaim Bibi,Chuva,19.45,92.86,10.54
2105,2024-10-19,01:07,Choque traseiro,Média,0,0,Rua dos Pinheiros,Pinheiros,Nublado,25.96,51.89,2.25
2106,2024-04-07,16:29,Capotamento,Média,1,0,Rua dos Pinheiros,Pinheiros,Céu limpo,24.36,37.69,8.34
2107,2024-01-14,06:02,Choque traseiro,Leve,0,0,Rua Emília Marengo,Tatuapé,Céu limpo,26.84,48.97,3.62
2108,2024-09-27,12:23,Capotamento,Leve,0,0,Rua Doze de Outubro,Lapa,Céu limpo,27.41,39.43,7.36
2109,2024-08-21,08:31,Choque traseiro,Grave,2,0,Av. Brigadeiro Faria Lima,Pinheiros,Nublado,21.11,70.68,4.11
2110,2024-07-07,23:12,Atropelamento,Média,0,0,Rua Alfredo Pujol,Santana,Nublado,22.63,72.73,9.07
2111,2024-01-24,04:55,Colisão,Fatal,2,0,Rua Alfredo Pujol,Santana,Nublado,23.0,69.8,8.68
2112,2024-09-18,14:38,Colisão,Média,3,0,Rua Doze de Outubro,Lapa,Céu limpo,24.41,37.81,6.06
2113,2024-08-05,23:07,Choque traseiro,Grave,0,0,Rua Vergueiro,Vila Mariana,Neblina,21.73,83.42,5.45
2114,2024-05-22,06:02,Choque traseiro,Média,4,0,Av. Ibirapuera,Moema,Céu limpo,25.47,52.82,5.99
2115,2024-09-01,16:07,Engavetamento,Média,2,0,Rua Pio XI,Lapa,Neblina,16.2,93.24,3.96
2116,2024-04-27,18:20,Capotamento,Leve,0,0,Rua XV de Novembro,Sé,Céu limpo,28.7,36.67,4.47
2117,2024-04-26,14:45,Atropelamento,Leve,0,0,Rua Jurucê,Moema,Nublado,25.74,52.1,8.61
2118,2024-02-02,20:50,Engavetamento,Média,1,0,Rua Dr. César,Santana,Céu limpo,26.6,32.19,7.43
2119,2024-08-04,23:19,Capotamento,Média,3,0,Rua Teodoro Sampaio,Pinheiros,Chuva,23.8,79.34,13.21
2120,2024-08-08,18:03,Capotamento,Leve,0,0,Rua Tuiuti,Tatuapé,Céu limpo,31.08,48.52,1.78
2121,2024-08-10,03:21,Engavetamento,Leve,0,0,Rua Teodoro Sampaio,Pinheiros,Nublado,26.01,71.67,4.62
2122,2024-05-17,15:41,Capotamento,Média,1,0,Av. Ibirapuera,Moema,Céu limpo,32.53,49.51,6.88
2123,2024-03-27,13:34,Choque traseiro,Leve,0,0,Rua Coelho Lisboa,Tatuapé,Céu limpo,29.03,47.28,5.66
2124,2024-08-21,13:26,Capotamento,Grave,0,0,Av. Lins de Vasconcelos,Vila Mariana,Céu limpo,27.53,41.52,8.5
2125,2024-03-12,20:48,Capotamento,Leve,0,0,Rua Vergueiro,Vila Mariana,Chuva,24.84,84.96,10.24
2126,2024-09-20,05:57,Atropelamento,Leve,0,0,Rua Dr. César,Santana,Nublado,20.3,57.04,3.68
2127,2024-01-25,12:06,Capotamento,Média,1,0,Rua dos Pinheiros,Pinheiros,Céu limpo,31.52,46.5,6.9
2128,2024-06-18,21:19,Capotamento,Leve,0,0,Av. Lins de Vasconcelos,Vila Mariana,Nublado,20.08,61.49,2.89
2129,2024-09-19,17:45,Engavetamento,Média,2,0,Rua Dr. César,Santana,Céu limpo,29.06,42.2,6.42
2130,2024-04-16,06:52,Atropelamento,Leve,0,0,Rua Tuiuti,Tatuapé,Céu limpo,26.15,48.11,5.87
2131,2024-08-08,22:08,Capotamento,Leve,0,0,Rua Pio XI,Lapa,Neblina,21.83,94.39,1.55
2132,2024-01-27,06:10,Atropelamento,Leve,0,0,Rua Pio XI,Lapa,Céu limpo,24.62,39.27,4.39
2133,2024-10-20,16:12,Engavetamento,Fatal,3,0,Rua Pio XI,Lapa,Neblina,21.66,82.48,2.36
2134,2024-06-23,04:57,Choque traseiro,Leve,0,0,Rua Teodoro Sampaio,Pinheiros,Neblina,20.12,91.82,3.12
2135,2024-07-25,05:57,Atropelamento,Leve,0,0,Rua Voluntários da Pátria,Santana,Neblina,19.78,88.02,4.19
2136,2024-01-26,05:07,Choque traseiro,Média,1,0,Av. Lins de Vasconcelos,Vila Mariana,Nublado,24.36,56.25,6.26
2137,2024-09-12,10:55,Capotamento,Leve,0,0,Rua Boa Vista,Sé,Céu limpo,26.88,41.81,4.37
2138,2024-03-25,11:16,Colisão,Grave,3,0,Rua Guaicurus,Lapa,Nublado,23.9,52.42,7.31
2139,2024-01-03,09:48,Colisão,Média,2,0,Rua Domingos de Morais,Vila Mariana,Céu limpo,29.71,42.21,3.22
2140,2024-08-11,08:32,Atropelamento,Leve,0,0,Av. Lins de Vasconcelos,Vila Mariana,Céu limpo,26.01,33.3,3.05
2141,2024-08-27,06:52,Engavetamento,Leve,0,0,Rua Vergueiro,Vila Mariana,Nublado,26.19,74.1,6.55
2142,2024-06-02,09:18,Engavetamento,Média,2,0,Rua Emília Marengo,Tatuapé,Céu limpo,28.4,37.47,6.37
2143,2024-07-19,14:09,Choque traseiro,Leve,0,0,Rua Pio XI,Lapa,Céu limpo,24.68,31.19,7.1
2144,2024-01-01,10:51,Capotamento,Grave,0,0,Av. Lins de Vasconcelos,Vila Mariana,Nublado,21.71,62.1,3.66
2145,2024-02-12,16:18,Atropelamento,Leve,0,0,Rua Emília Marengo,Tatuapé,Chuva,21.83,91.96,12.67
2146,2024-08-12,16:33,Atropelamento,Leve,0,0,Av. Juscelino Kubitschek,Itaim Bibi,Chuva,19.01,87.81,7.73
2147,2024-05-29,14:36,Capotamento,Grave,1,0,Av. dos Eucaliptos,Moema,Céu limpo,27.36,52.87,4.21
2148,2024-01-14,17:57,Choque traseiro,Grave,0,0,Rua Domingos de Morais,Vila Mariana,Nublado,25.62,63.58,7.26
2149,2024-04-10,16:48,Engavetamento,Grave,1,0,Rua Coelho Lisboa,Tatuapé,Céu limpo,24.53,51.59,1.61
2150,2024-05-15,07:39,Atropelamento,Leve,0,0,Rua Doze de Outubro,Lapa,Céu limpo,27.25,48.88,7.07
2151,2024-05-23,03:07,Colisão,Grave,0,0,Rua XV de Novembro,Sé,Nublado,23.59,54.88,11.47
2152,2024-09-05,03:13,Capotamento,Leve,0,0,Rua Dr. César,Santana,Nublado,24.68,51.74,11.89
2153,2024-09-19,03:50,Engavetamento,Leve,0,0,Rua XV de Novembro,Sé,Nublado,23.8,58.6,10.7
2154,2024-09-09,18:16,Engavetamento,Leve,0,0,Rua Doze de Outubro,Lapa,Céu limpo,32.74,33.37,1.75
2155,2024-01-09,17:57,Colisão,Leve,0,0,Rua Dr. César,Santana,Céu limpo,25.13,53.36,6.2
2156,2024-10-09,10:34,Engavetamento,Leve,0,0,Rua Direita,Sé,Céu limpo,30.11,46.02,9.58
2157,2024-03-19,08:44,Colisão,Fatal,1,1,Rua Alfredo Pujol,Santana,Chuva,21.47,73.96,11.06
2158,2024-02-23,17:11,Colisão,Leve,0,0,Rua Emília Marengo,Tatuapé,Nublado,21.15,70.43,9.66
2159,2024-02-29,01:13,Engavetamento,Média,2,0,Rua dos Pinheiros,Pinheiros,Chuva,25.4,78.06,15.07
2160,2024-07-17,18:45,Capotamento,Leve,0,0,Rua dos Pinheiros,Pinheiros,Céu limpo,31.25,40.31,7.32
2161,2024-02-11,03:51,Capotamento,Leve,0,0,Rua Tuiuti,Tatuapé,Nublado,23.72,67.94,9.5
2162,2024-09-15,19:35,Choque traseiro,Grave,1,0,Rua Teodoro Sampaio,Pinheiros,Nublado,24.29,70.53,3.12
2163,2024-02-12,01:37,Colisão,Grave,2,0,Rua Dr. César,Santana,Nublado,23.77,67.97,5.26
2164,2024-04-03,22:04,Engavetamento,Leve,0,0,Rua Alfredo Pujol,Santana,Nublado,20.83,51.85,6.94
2165,2024-06-01,20:10,Choque traseiro,Leve,0,0,Rua Teodoro Sampaio,Pinheiros,Chuva,21.76,91.81,8.94
2166,2024-01-28,16:20,Atropelamento,Grave,0,0,Rua Emília Marengo,Tatuapé,Céu limpo,28.37,54.53,7.35
2167,2024-02-23,23:06,Choque traseiro,Grave,2,0,Av. dos Eucaliptos,Moema,Nublado,23.85,68.06,9.98
2168,2024-03-18,19:42,Capotamento,Leve,0,0,Rua Alfredo Pujol,Santana,Chuva,23.29,85.39,7.83
2169,2024-03-19,18:30,Colisão,Fatal,0,1,Rua Guaicurus,Lapa,Chuva,20.62,87.74,5.17
2170,2024-05-08,13:21,Colisão,Leve,0,0,Rua XV de Novembro,Sé,Neblina,20.55,91.63,2.16
2171,2024-02-26,21:08,Colisão,Grave,0,0,Rua Joaquim Floriano,Itaim Bibi,Nublado,26.93,51.78,11.46
2172,2024-01-17,14:22,Colisão,Leve,0,0,Rua Alfredo Pujol,Santana,Chuva,18.55,74.66,17.24
2173,2024-04-07,04:27,Engavetamento,Média,2,0,Rua Tuiuti,Tatuapé,Neblina,18.63,92.88,4.98
2174,2024-06-30,22:53,Colisão,Média,2,0,Rua Vergueiro,Vila Mariana,Neblina,16.92,94.93,2.67
2175,2024-10-16,10:29,Capotamento,Leve,0,0,Rua Dr. César,Santana,Chuva,22.78,75.43,17.7
2176,2024-06-02,21:46,Atropelamento,Leve,0,0,Av. Ibirapuera,Moema,Nublado,26.62,59.68,7.09
2177,2024-08-03,18:23,Atropelamento,Fatal,1,0,Av. dos Eucaliptos,Moema,Chuva,24.49,71.75,12.55
2178,2024-04-21,00:20,Choque traseiro,Leve,0,0,Rua Guaicurus,Lapa,Neblina,21.48,81.73,0.11
2179,2024-08-06,09:52,Capotamento,Média,0,0,Rua XV de Novembro,Sé,Nublado,20.08,67.68,10.16
2180,2024-08-05,19:36,Engavetamento,Leve,0,0,Rua Vergueiro,Vila Mariana,Nublado,21.91,58.5,3.13
2181,2024-09-10,06:40,Engavetamento,Leve,0,0,Av. Brigadeiro Faria Lima,Pinheiros,Nublado,26.14,66.75,10.5
2182,2024-10-03,23:39,Engavetamento,Leve,0,0,Rua Domingos de Morais,Vila Mariana,Neblina,16.48,81.89,3.3
2183,2024-05-08,19:07,Engavetamento,Média,0,0,Rua Dr. César,Santana,Neblina,19.16,92.98,2.63
2184,2024-02-28,13:26,Engavetamento,Leve,0,0,Rua Vergueiro,Vila Mariana,Chuva,23.75,75.77,10.15
2185,2024-09-15,05:26,Engavetamento,Leve,0,0,Av. Juscelino Kubitschek,Itaim Bibi,Chuva,25.77,86.67,11.85
2186,2024-01-16,05:24,Capotamento,Fatal,2,0,Rua Direita,Sé,Nublado,22.66,57.34,8.76
2187,2024-09-29,08:16,Colisão,Leve,0,0,Rua Domingos de Morais,Vila Mariana,Chuva,23.75,77.81,16.84
2188,2024-07-07,20:28,Colisão,Leve,0,0,Rua Joaquim Floriano,Itaim Bibi,Neblina,19.92,81.66,1.77
2189,2024-06-15,20:37,Atropelamento,Grave,1,0,Rua Doze de Outubro,Lapa,Nublado,20.03,60.01,10.64
2190,2024-01-28,02:14,Choque traseiro,Grave,0,0,Rua Direita,Sé,Chuva,23.98,81.45,18.0
2191,2024-09-30,07:24,Choque traseiro,Leve,0,0,Av. dos Eucaliptos,Moema,Céu limpo,25.02,52.79,9.05
2192,2024-03-17,11:30,Choque traseiro,Média,0,0,Av. dos Eucaliptos,Moema,Nublado,27.24,70.45,4.85
2193,2024-08-24,20:10,Colisão,Média,1,0,Rua Boa Vista,Sé,Chuva,24.77,91.08,15.87
2194,2024-10-07,16:48,Atropelamento,Leve,0,0,Rua dos Pinheiros,Pinheiros,Céu limpo,33.87,34.27,8.82
2195,2024-09-13,17:12,Capotamento,Média,2,0,Rua Dr. César,Santana,Chuva,24.92,94.21,6.6
2196,2024-07-18,20:15,Choque traseiro,Leve,0,0,Rua Tuiuti,Tatuapé,Chuva,25.89,74.98,16.31
2197,2024-01-14,19:08,Colisão,Leve,0,0,Rua Tuiuti,Tatuapé,Nublado,23.29,65.09,4.86
2198,2024-04-11,00:18,Engavetamento,Média,2,0,Rua Jurucê,Moema,Nublado,27.24,66.42,2.42
2199,2024-08-06,15:52,Capotamento,Leve,0,0,Rua Voluntários da Pátria,Santana,Céu limpo,31.21,33.65,6.69
2200,2024-05-12,04:28,Engavetamento,Leve,0,0,Rua Pio XI,Lapa,Nublado,26.34,64.97,3.9
2201,2024-03-16,02:01,Choque traseiro,Leve,0,0,Rua Guaicurus,Lapa,Nublado,26.06,56.59,6.88
2202,2024-03-07,05:48,Engavetamento,Grave,2,0,Rua Tuiuti,Tatuapé,Nublado,26.56,67.47,11.13
2203,2024-06-14,18:45,Atropelamento,Leve,0,0,Rua Alfredo Pujol,Santana,Nublado,21.97,72.69,2.3
2204,2024-06-10,12:58,Capotamento,Média,0,0,Rua Tuiuti,Tatuapé,Neblina,19.95,89.32,0.36
2205,2024-09-12,00:55,Capotamento,Leve,0,0,Rua Domingos de Morais,Vila Mariana,Nublado,26.7,50.45,9.37
2206,2024-05-20,02:43,Capotamento,Média,0,0,Rua Voluntários da Pátria,Santana,Nublado,26.23,63.94,3.82
2207,2024-02-09,09:41,Capotamento,Leve,0,0,Av. Brigadeiro Faria Lima,Pinheiros,Céu limpo,25.8,47.88,1.32
2208,2024-02-10,04:47,Choque traseiro,Leve,0,0,Av. Ibirapuera,Moema,Chuva,25.53,93.0,5.07
2209,2024-04-14,00:55,Engavetamento,Grave,2,0,Av. Juscelino Kubitschek,Itaim Bibi,Nublado,20.78,60.9,3.73
2210,2024-08-20,09:08,Choque traseiro,Leve,0,0,Rua Doze de Outubro,Lapa,Céu limpo,33.24,51.91,3.03
2211,2024-09-30,23:31,Engavetamento,Fatal,1,1,Rua Domingos de Morais,Vila Mariana,Chuva,25.47,76.34,16.57
2212,2024-07-08,06:46,Choque traseiro,Grave,1,0,Rua Direita,Sé,Céu limpo,27.82,47.09,4.87
2213,2024-05-26,14:01,Colisão,Leve,0,0,Rua Tuiuti,Tatuapé,Chuva,20.74,92.26,13.74
2214,2024-10-02,18:17,Colisão,Leve,0,0,Rua Boa Vista,Sé,Céu limpo,25.91,43.92,8.6
2215,2024-02-12,11:32,Colisão,Leve,0,0,Rua Coelho Lisboa,Tatuapé,Nublado,26.86,60.03,7.92
2216,2024-09-14,23:42,Capotamento,Leve,0,0,Rua dos Pinheiros,Pinheiros,Nublado,27.04,67.14,8.6
2217,2024-02-17,07:21,Choque traseiro,Leve,0,0,Av. Lins de Vasconcelos,Vila Mariana,Céu limpo,29.16,51.99,1.41
2218,2024-01-14,02:20,Engavetamento,Média,0,0,Rua Domingos de Morais,Vila Mariana,Chuva,18.67,89.97,14.65
2219,2024-10-07,23:25,Colisão,Leve,0,0,Rua Voluntários da Pátria,Santana,Neblina,20.94,92.18,0.61
2220,2024-03-28,20:11,Atropelamento,Leve,0,0,Rua XV de Novembro,Sé,Nublado,25.58,68.3,3.06
2221,2024-04-17,04:41,Colisão,Média,3,0,Av. dos Eucaliptos,Moema,Neblina,21.07,97.68,2.81
2222,2024-03-27,06:04,Choque traseiro,Leve,0,0,Rua Doze de Outubro,Lapa,Céu limpo,25.33,38.37,3.51
2223,2024-02-24,06:46,Engavetamento,Grave,1,0,Rua Jurucê,Moema,Nublado,25.2,73.69,3.01
2224,2024-05-24,17:13,Engavetamento,Leve,0,0,Rua Emília Marengo,Tatuapé,Céu limpo,24.51,48.6,3.73
2225,2024-03-12,00:17,Colisão,Leve,0,0,Rua Emília Marengo,Tatuapé,Neblina,18.82,86.09,3.72
2226,2024-09-18,12:42,Atropelamento,Média,0,0,Rua Doze de Outubro,Lapa,Nublado,25.88,65.07,4.62
2227,2024-07-03,02:39,Engavetamento,Leve,0,0,Rua Guaicurus,Lapa,Chuva,24.76,81.61,7.38
2228,2024-01-05,01:06,Choque traseiro,Fatal,0,1,Rua Teodoro Sampaio,Pinheiros,Nublado,20.52,67.74,11.09
2229,2024-02-10,05:05,Capotamento,Leve,0,0,Rua Domingos de Morais,Vila Mariana,Céu limpo,27.69,39.04,9.78
2230,2024-03-15,06:37,Atropelamento,Leve,0,0,Rua Domingos de Morais,Vila Mariana,Céu limpo,26.31,31.98,2.39
2231,2024-08-25,09:50,Engavetamento,Leve,0,0,Rua Coelho Lisboa,Tatuapé,Chuva,25.62,83.72,14.41
2232,2024-08-07,10:47,Engavetamento,Leve,0,0,Av. Juscelino Kubitschek,Itaim Bibi,Chuva,18.73,78.85,5.65
2233,2024-03-03,09:49,Atropelamento,Média,1,0,Rua Alfredo Pujol,Santana,Céu limpo,29.0,33.08,4.96
2234,2024-02-20,13:42,Engavetamento,Leve,0,0,Rua Direita,Sé,Chuva,18.17,71.55,11.17
2235,2024-02-05,07:14,Colisão,Leve,0,0,Rua Jurucê,Moema,Nublado,26.6,70.98,3.17
2236,2024-09-15,20:55,Capotamento,Média,0,0,Rua Tuiuti,Tatuapé,Nublado,26.49,53.89,6.91
2237,2024-05-22,03:53,Colisão,Leve,0,0,Rua Jurucê,Moema,Nublado,21.65,65.87,9.44
2238,2024-03-14,09:05,Capotamento,Leve,0,0,Rua Boa Vista,Sé,Céu limpo,31.51,50.35,2.77
2239,2024-10-05,03:43,Atropelamento,Média,1,0,Rua Emília Marengo,Tatuapé,Nublado,20.95,50.7,9.86
2240,2024-01-06,23:26,Atropelamento,Grave,1,0,Rua Jurucê,Moema,Nublado,23.11,51.91,5.31
2241,2024-06-19,14:00,Engavetamento,Leve,0,0,Rua Boa Vista,Sé,Céu limpo,24.42,52.65,6.29
2242,2024-01-11,22:04,Capotamento,Leve,0,0,Rua Doze de Outubro,Lapa,Nublado,26.68,71.13,2.09
2243,2024-06-28,19:55,Choque traseiro,Leve,0,0,Av. Brigadeiro Luís Antônio,Itaim Bibi,Neblina,19.0,84.37,6.59
2244,2024-01-01,16:01,Colisão,Leve,0,0,Av. Brigadeiro Luís Antônio,Itaim Bibi,Chuva,24.41,85.79,18.1
2245,2024-08-27,08:51,Atropelamento,Grave,1,0,Av. Brigadeiro Faria Lima,Pinheiros,Céu limpo,27.95,37.96,3.22
2246,2024-03-13,13:54,Capotamento,Leve,0,0,Av. dos Eucaliptos,Moema,Céu limpo,29.87,46.18,2.26
2247,2024-08-25,08:18,Capotamento,Leve,0,0,Rua Voluntários da Pátria,Santana,Nublado,27.0,57.76,10.09
2248,2024-06-18,03:08,Choque traseiro,Leve,0,0,Rua Alfredo Pujol,Santana,Chuva,18.2,76.67,16.35
2249,2024-02-17,22:54,Choque traseiro,Média,1,0,Av. Lins de Vasconcelos,Vila Mariana,Nublado,24.0,74.91,11.37
2250,2024-02-10,22:36,Engavetamento,Leve,0,0,Rua Jurucê,Moema,Chuva,24.43,78.78,7.1
2251,2024-01-30,07:25,Capotamento,Média,5,0,Rua Voluntários da Pátria,Santana,Céu limpo,24.9,42.66,4.41
2252,2024-07-21,23:45,Capotamento,Média,1,0,Rua Domingos de Morais,Vila Mariana,Nublado,23.33,56.55,10.38
2253,2024-07-23,14:46,Atropelamento,Leve,0,0,Rua Teodoro Sampaio,Pinheiros,Nublado,20.15,61.48,11.06
2254,2024-06-19,08:56,Atropelamento,Média,1,0,Rua Emília Marengo,Tatuapé,Chuva,25.23,90.78,5.2
2255,2024-08-01,02:18,Colisão,Média,2,0,Rua Voluntários da Pátria,Santana,Neblina,20.58,80.74,6.23
2256,2024-05-04,23:50,Choque traseiro,Leve,0,0,Av. Brigadeiro Luís Antônio,Itaim Bibi,Nublado,23.31,50.0,8.59
2257,2024-09-19,20:35,Atropelamento,Leve,0,0,Rua XV de Novembro,Sé,Nublado,22.59,62.36,11.42
